age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,joining_day,joining_month,joining_year,last_visit_time_hour,last_visit_time_minutes,last_visit_time_seconds,gender_M,gender_Unknown,region_category_Town,region_category_Village,membership_category_Gold Membership,membership_category_No Membership,membership_category_Platinum Membership,membership_category_Premium Membership,membership_category_Silver Membership,joined_through_referral_No,joined_through_referral_Yes,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Both,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,used_special_discount_Yes,offer_application_preference_Yes,past_complaint_Yes,feedback_Poor Customer Service,feedback_Poor Product Quality,feedback_Poor Website,feedback_Products always in Stock,feedback_Quality Customer Care,feedback_Reasonable Price,feedback_Too many ads,feedback_User Friendly Website
47,30,88.91337055017729,463.0342900358308,183.72583400302744,31,12,2016,7,3,28,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
69,358,57.00061809171174,266.6725762968315,440.69106886190093,2,1,2020,1,46,57,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
55,17,55.699360444123386,536.6693938498213,35.893657372767564,27,11,2018,6,56,20,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
68,333,76.63282984185464,618.2396036901805,10.708750192236494,2,2,2016,1,4,57,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
70,13,66.86434493449407,653.4308510289512,8.035850855809656,2,5,2022,1,21,34,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
75,241,3.344931660993635,782.2212542100798,20.04785425448746,21,11,2018,2,49,10,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0
18,23,72.0102035269213,38.81692142272,298.65227179287336,20,11,2016,23,47,37,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
60,159,11.413376353488852,847.00398607555,480.33393064787674,19,12,2016,5,1,40,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
75,17,69.47546570244175,338.59723005839027,102.23700025024456,31,3,2020,6,52,29,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1
41,24,15.594100766818096,748.1880492311399,372.25137829227447,29,1,2019,9,2,8,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0
27,146,24.20642289890704,298.3883098346418,354.0249820741899,25,2,2021,16,59,37,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1
67,247,79.55102594543818,163.27931006222855,180.54115514653617,8,10,2023,18,10,26,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
18,24,69.7782701766165,242.2494341635197,70.22453080086466,17,8,2016,12,14,48,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1
36,257,56.21355366751187,687.9377545391048,419.66725288989977,27,5,2019,14,54,35,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1
65,231,8.68913963010209,67.77098342774813,425.67884464303705,19,11,2020,18,34,44,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1
47,311,36.37500682919207,765.9529737312314,452.73484034050296,21,10,2016,16,13,59,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
43,116,63.62565978877436,727.8468989979702,135.72244154866408,11,2,2016,17,1,22,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
57,298,67.36944824117694,447.0361011695264,356.9629194093255,21,8,2015,6,38,27,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0
72,197,24.644660066952785,128.3613627288983,177.67133325790746,10,8,2021,19,24,54,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0
61,82,2.4308442195417883,283.5179651534352,326.48968041617,23,3,2024,19,45,29,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
31,213,39.18790671884119,230.31522827041718,336.6080113879166,22,8,2022,5,36,57,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0
18,235,14.548321962601555,286.74444942734397,90.51233234689965,24,9,2020,2,39,50,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
46,0,26.761940746455494,627.4065495176905,398.3742219630525,18,6,2022,20,15,57,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
55,324,50.180096537630824,900.1483323840206,24.223599691375163,21,5,2024,17,40,18,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1
22,301,93.91400552850818,708.1390163678606,108.58620823312803,23,9,2021,15,47,31,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0
37,323,54.97901092107555,150.26852664109714,249.14602002086323,6,6,2018,9,57,9,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
67,303,18.545801335068937,528.0918532402671,63.89749857722965,3,2,2016,16,13,55,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1
57,24,2.317985663213087,912.9305288326095,350.90823206604574,29,12,2015,11,10,17,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
34,285,71.57856213526588,686.9826720693887,309.54447560955833,13,7,2021,23,11,32,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1
53,118,16.8485462962575,473.8729228318993,55.187505012074425,5,2,2021,7,30,59,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1
28,288,74.42408581355853,637.6609891903362,150.3427873311083,1,6,2018,3,49,24,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0
73,35,12.06608551505259,556.3106235129951,395.25946227982257,20,7,2020,10,47,57,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1
40,202,35.91887029938932,172.28924944422837,236.52365754524456,2,5,2018,19,25,49,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
60,230,42.22396798083878,585.3329407742958,426.8618389692629,1,6,2015,2,14,58,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
78,58,83.0102428338076,207.93451832460784,385.4876485632325,17,1,2019,6,55,35,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
23,125,85.8115430399069,456.08085069052623,105.71816918614363,8,1,2015,9,22,4,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
33,12,55.1432581446356,299.237854379972,204.51517724440643,8,9,2017,20,33,29,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0
61,231,34.608869136228556,736.1331227993988,306.80825953205743,2,3,2020,11,21,9,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0
64,361,6.092943620409162,199.2269402207179,254.5177250212024,9,6,2022,1,34,52,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
53,331,26.516838807753004,896.2066584844113,442.2835777544548,13,3,2015,4,24,44,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
72,1,14.866253286850435,527.9883332891137,190.07854584770368,1,1,2016,16,4,24,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
52,25,94.74938663603662,400.63052482181536,224.1646743196224,28,11,2024,15,45,19,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0
47,31,74.1360569955343,369.6163778110195,36.63610481135626,24,11,2015,14,25,55,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1
74,53,63.113492715679946,371.0094107927516,366.4422687084371,7,1,2023,2,47,48,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1
74,172,61.267419831944444,66.5253939770928,492.4578200936518,17,1,2022,4,37,23,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
52,258,74.74289996957627,679.423653660959,108.00408814697693,11,4,2018,10,17,56,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
18,93,61.57027933104623,537.1439885251153,44.39885099874707,14,12,2018,22,35,4,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0
21,189,50.25458533740756,162.67630361416454,106.10900828935615,2,9,2016,17,5,26,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0
19,97,49.33231483540542,287.80472931800796,141.05470538843977,4,7,2017,6,40,6,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
38,52,22.488270708245715,368.2502678515449,9.548139433883051,27,5,2016,19,21,58,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0
20,321,11.712825474343301,398.5113278255654,299.7193746714936,16,2,2019,20,53,10,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
33,65,5.446059492294383,205.08056844842332,18.09647971807116,29,1,2019,22,49,14,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1
54,340,19.63233179577468,349.8987546719432,454.3588277294061,8,2,2017,2,11,28,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1
37,325,82.71228882180584,497.66527599512636,364.28583118355084,7,7,2021,15,21,50,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1
19,256,36.351926204744835,403.97210608404174,338.50397601791957,30,9,2021,23,4,16,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
73,127,31.427573434873445,126.16765425500493,492.859579472189,17,2,2021,11,24,27,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
18,185,22.62656563266844,518.671254550444,120.57832144468006,29,7,2019,16,30,34,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
21,129,93.60356559872103,833.9356915728317,442.57322988269374,30,12,2017,3,20,59,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
19,233,34.61043393699049,160.7385276230964,307.01862851383044,26,10,2016,4,30,47,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0
63,33,26.42882679812882,878.2701789580511,255.22514859119588,16,5,2024,14,4,54,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1
58,117,51.63811050869537,526.9422076753345,441.2684770411697,28,3,2024,8,31,53,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
65,3,26.22513905397668,405.14702407372863,9.73289429245211,3,11,2023,9,14,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1
57,235,77.56706852745648,369.8919517389709,445.70962133450337,30,2,2020,21,46,35,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
70,39,28.21229048172442,706.6352003544706,403.12129430010134,24,1,2018,1,40,10,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1
21,362,61.77438885435569,324.1264809022878,20.49592513747489,18,11,2017,16,4,10,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0
74,38,81.4840518632382,865.0429311738782,314.594632210905,22,1,2019,16,47,48,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1
20,59,16.53881837230911,464.1594702730635,281.87266959218664,16,10,2020,1,49,4,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
40,275,3.705754909323459,148.47630213988415,71.6666870551178,1,3,2018,5,7,24,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
25,361,7.859084353427919,298.94786489675533,332.15439346379355,9,10,2017,13,54,42,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
51,47,89.1335660363956,397.05145701636366,159.2364541263624,26,1,2020,3,20,57,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
31,185,14.162493006359771,380.1210433693778,250.45422856253413,31,8,2016,7,1,31,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
76,32,49.38530162411098,755.507053223387,456.0895955104572,16,8,2023,16,0,56,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
61,172,31.61588261470134,357.5671627157486,346.83728587589354,10,7,2023,18,21,6,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
53,98,19.282099529116543,179.80933857645152,159.2965477350095,16,9,2016,5,39,51,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1
44,284,77.04564466295476,679.3465327531737,24.84339893234533,7,8,2016,1,27,55,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1
78,252,96.47575877679662,584.6112696974757,219.46738859039488,28,5,2022,5,42,30,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
66,44,67.54040637486347,374.82416839638404,225.77070439399006,25,8,2021,20,39,12,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0
23,341,50.79331826119437,980.3580713640873,418.64671848826276,15,11,2023,12,46,58,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0
31,360,74.93442844903682,35.19914687410399,199.87269730291595,21,9,2017,2,6,25,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0
20,284,40.54212793376139,962.4118707319711,34.89989469265009,18,5,2020,18,56,16,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1
24,335,88.51276038841549,364.1532523477995,379.4113515384291,21,6,2023,11,16,25,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34,11,32.31058776341423,496.2910702107218,393.14419864003037,1,10,2017,4,47,19,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0
57,77,5.873382321473155,103.12851225708154,432.08474339830263,12,1,2018,22,31,23,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1
52,80,26.146520275979405,455.1070084125865,110.11811335766365,21,2,2020,9,21,7,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1
28,249,69.38751928298211,99.72926319328678,434.31877136345844,22,8,2015,7,43,55,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
74,260,67.9010230189126,932.9442225062082,247.2633146055438,7,2,2022,2,13,33,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
75,283,71.19771277520178,589.5359658705482,274.50287722884207,17,6,2024,6,15,29,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
54,319,10.73272363601476,985.1809916220705,18.039354977463507,24,9,2017,6,15,54,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
45,305,91.93653427366927,284.3116614673102,119.0870244140218,25,6,2021,18,25,37,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
54,79,71.65670733248861,303.94504401646606,282.47964951143916,4,1,2019,4,9,10,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
75,42,41.04864691027325,654.2159464632334,347.1513738800492,28,3,2019,14,1,45,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0
34,95,60.84726747633655,548.6745504349403,70.71277296079381,30,5,2017,16,56,5,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0
77,130,1.727426746411076,889.2744926272309,18.980229954318915,24,10,2024,6,40,33,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1
19,169,55.917059815295694,553.966951480498,332.40058615711155,6,5,2024,17,23,41,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
53,242,50.088147224409404,167.28357991314238,202.60117331060036,9,3,2023,1,14,48,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1
54,116,86.04959562292832,781.773965095655,192.27512605736652,7,6,2021,14,42,27,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1
40,245,39.50621905113229,282.22106610949993,327.16718548912024,7,11,2021,2,17,53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0
18,142,7.390967558574604,252.51388498934892,14.178593593892675,22,7,2020,17,31,36,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0
18,71,19.735421251079256,80.46514128922102,119.95547158008613,1,3,2019,1,21,38,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
73,113,25.975874901037166,519.4373304795702,228.8647230137426,10,8,2019,18,35,21,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
51,142,94.52549945795106,250.44473279368367,347.958839584101,26,7,2024,21,56,52,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1
63,343,79.86870945169422,265.4869904621646,344.3231400120461,14,3,2022,1,19,43,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
59,194,50.73993980196377,464.8972907593549,208.97148224286616,4,5,2022,16,10,21,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0
42,347,12.314393783002545,304.3482845405252,30.60376351842048,5,9,2019,1,33,48,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
67,22,29.21686882970485,668.5506386453449,396.1147743549788,13,1,2016,17,59,26,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1
44,338,92.70514668549525,782.6162336697163,92.15124019398053,2,2,2022,20,36,33,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
78,44,76.79049840089176,705.3610796232358,320.6737575002174,28,3,2018,23,1,57,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
61,236,33.82993888476812,302.11547822947495,283.23494038640337,14,12,2017,4,55,8,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1
73,179,53.45399255085286,982.3299375597658,150.81693892170156,5,11,2018,12,55,10,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
36,240,34.343092739762156,742.3176708310167,394.05876700873324,29,7,2017,8,34,34,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
56,109,14.667422543749943,93.53341240540185,76.78653110930445,18,1,2023,7,33,7,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1
33,7,63.18081161504432,100.0061762081122,275.1153751239102,12,11,2024,7,58,19,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
41,363,8.579127758548921,229.3364188871315,237.70823023309805,10,6,2022,23,20,59,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0
37,80,75.37251968500215,978.9184502968491,389.3885265355147,5,7,2017,15,7,31,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
35,179,23.232254045939364,358.2035427342429,64.58577445943902,17,12,2015,15,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
40,308,92.13709518058776,517.2822405131075,118.56074556002599,23,5,2023,15,59,25,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
69,229,89.6458456337081,267.9753466784638,126.31387604039435,30,7,2018,5,53,4,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1
57,150,94.43599539805241,93.18226222707779,204.19036737181784,14,12,2022,1,4,12,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
65,281,5.593127065948977,894.3453544001616,84.26921424926654,28,11,2020,21,57,33,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
50,26,42.27758801398633,293.10148769156285,413.28564048231505,15,3,2023,11,19,23,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0
57,184,99.15045083175882,735.3649525530341,335.1900013980592,26,11,2019,19,9,7,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
63,335,18.054110133830825,369.9768893013971,230.43075072068686,3,7,2018,5,54,21,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
54,221,40.566946278033946,236.39464495934556,40.66205264582884,14,7,2021,6,9,51,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
66,6,21.70002844379154,162.95145630471194,406.58392376414463,27,8,2017,9,44,42,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1
58,354,59.24212273869067,174.24445778129137,72.64267242633099,20,10,2016,7,52,4,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0
65,218,81.57835391763277,541.4087402273021,487.0686707484294,12,10,2024,13,35,56,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
28,74,82.92308728841279,299.7492986232639,66.42937949257127,7,9,2021,2,18,37,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
72,90,71.1865629950487,70.02744201169486,488.0584938965877,31,12,2017,9,51,18,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
75,263,68.22720361927902,579.1806122162759,321.44097223145354,29,6,2023,4,5,4,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
57,364,58.911246019433044,215.3799779425891,397.1705323960357,23,4,2020,7,59,29,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
27,221,9.714661045433813,16.023039739341705,123.02440549008398,10,1,2017,19,41,43,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
67,14,41.8288449603665,734.5476611666619,30.81766566728089,1,9,2019,3,3,4,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
26,52,6.49822167200201,740.6615432114396,116.80975056492238,26,6,2017,4,43,53,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0
22,102,12.37716407943831,704.3857378341384,23.99898818814028,22,7,2024,14,18,9,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0
28,230,2.739385704847087,140.22728637795504,15.646067028912858,12,8,2024,2,2,28,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
18,145,21.261578535375442,12.711040445987244,247.19750318835432,26,12,2022,23,53,25,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0
62,123,30.06030957421492,550.2187257033268,116.16076902390604,16,6,2023,0,46,24,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
